sex,height_cm,weight_kg,arm_span_cm,climbing_years,max_boulder_grade,climbing_frequency,climbing_hours,training_hours,hangboard_frequency,campus_frequency,campus_hours,endurance_frequency,general_stength_frequency,general_strength_hours,max_pull_ups,trains_full_crimp,trains_half_crimp,trains_open_crimp,trains_front_3,trains_back_3,trains_front_2,trains_middle_2,trains_back_2,trains_slopers,trains_pinch,trains_monos,trains_repeaters,trains_max_weight,trains_min_edge,trains_one_arm_hang,trains_no_hangs,trains_other_protocol,trains_laps_of_routes,trains_4x4,trains_arc,trains_systems_boards,trains_max_moves,trains_route_climbing_intervals,trains_threshold_intervals,trains_antagonists,trains_legs,trains_core,trains_upper_body_pulling,trains_upper_body_pushing,climbs_indoors,climbs_outdoors,boulders,route_climbs,cardio,yoga
True,180.0,71.0,180.0,3.75,5,4,11,2,2,0,0,0,1,1,,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,False,False
True,180.0,70.3,187.0,9.25,11,4,8,8,2,0,0,2,2,4,18,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False
True,182.0,72.5,182.0,3.25,4,2,5,0,0,0,0,0,0,1,10,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,True,True,False,False
True,178.0,85.0,186.0,5.75,8,1,3,3,0,1,0,1,5,9,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False
True,183.0,93.0,183.0,0.75,6,3,4,1,0,0,0,1,5,5,18,True,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,False,True,True,False,False
True,172.0,67.0,174.0,5.75,6,2,5,0,0,0,0,1,2,2,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,False,False
True,176.0,58.0,179.0,5.75,10,4,12,6,2,1,1,1,3,1,50,False,True,True,True,True,True,True,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,True,True,True,True,True,True,True,False
True,181.0,79.4,182.0,2.75,9,5,9,3,2,2,2,1,6,7,30,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False
True,183.0,71.2,183.0,10.25,7,3,7,1,2,0,0,0,2,1,14,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,False,False
True,171.0,74.0,180.0,4.75,6,3,7,0,0,0,0,3,2,2,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True,False,False
True,175.0,50.0,,10.75,7,1,3,8,0,0,0,0,7,7,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,True,False,True,True,True,True,True,True,True
True,190.0,100.0,,0.25,1,2,4,0,0,0,0,0,4,6,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,False
True,178.0,78.0,185.0,3.25,7,4,6,8,1,3,1,1,1,2,15,True,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,False
True,173.0,61.2,166.0,4.25,9,5,14,6,1,2,2,0,1,2,,False,True,True,True,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,True,True,True,False,False
True,167.0,60.5,169.0,4.75,8,2,4,2,1,1,1,1,2,2,,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,False
True,175.0,86.0,,2.25,6,4,12,4,2,1,2,1,1,2,15,False,True,True,False,False,False,True,False,True,True,True,False,True,True,False,False,False,True,True,False,True,False,True,False,False,True,True,True,True,True,True,True,True,True,True
True,185.0,72.0,183.0,13.25,11,3,2,6,2,2,1,2,2,2,,False,True,True,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False
True,178.0,75.0,176.0,1.25,,0,0,2,0,0,0,2,2,2,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,True,True
True,179.0,70.0,178.0,11.75,6,2,6,2,1,0,0,0,0,0,15,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False
True,175.0,68.0,175.0,3.75,9,4,6,3,2,0,0,0,1,1,,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False
True,170.0,70.0,,8.25,7,1,2,1,0,1,0,0,1,1,6,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,False,True,True,False,False
True,165.0,63.0,169.0,14.75,10,1,3,1,2,1,1,0,2,1,20,True,True,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,False,True
False,163.0,53.0,161.0,1.25,3,2,5,2,0,0,0,1,1,1,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True,False
True,168.0,60.0,168.0,6.25,5,2,3,2,2,0,0,1,2,2,,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,True,True,True,True,True,False
True,178.0,75.0,180.0,13.25,10,4,16,4,2,0,0,2,2,1,25,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,True,True,True,False,False
True,177.4,66.0,177.9,15.25,10,4,2,6,1,2,3,1,1,2,,False,True,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,True,True,True,False,True
True,191.0,84.0,195.0,2.25,3,1,3,0,0,0,0,0,0,0,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True
False,172.0,67.0,175.0,7.75,9,4,1,9,1,2,2,0,3,3,12,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,False
True,180.5,65.8,190.5,1.75,8,3,9,1,0,0,0,1,0,0,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False
True,172.0,59.0,172.0,2.75,7,4,12,0,0,0,0,0,2,4,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,True,False,False
False,153.0,45.5,155.0,0.25,3,2,4,0,0,0,0,0,2,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,True,False
True,163.0,62.0,173.0,4.25,10,4,14,6,2,1,2,0,2,2,15,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False
True,171.0,64.0,172.0,1.25,8,3,8,0,0,0,0,0,0,0,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False
True,178.0,65.0,179.0,3.25,6,2,7,1,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False
True,190.0,78.0,190.0,1.75,6,3,5,2,0,0,0,1,2,2,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,False
False,152.0,51.0,,1.25,5,3,7,4,0,0,0,1,3,4,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,True,True,True,True,True,True,True
False,168.0,44.0,174.0,1.75,2,1,0,2,0,0,0,1,6,2,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,True,True,False,False
True,194.0,84.0,196.0,7.25,8,3,4,3,3,1,1,1,0,0,,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False
False,163.0,57.0,150.0,0.75,3,2,4,0,0,0,0,0,2,2,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,True
False,170.0,72.57486550970236,170.0,1.75,5,4,12,0,0,0,0,0,2,2,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,False,False
True,188.0,73.0,199.0,0.25,6,4,1,6,2,1,1,0,2,2,74,False,True,True,True,True,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,True,True,True,False,False
True,178.0,73.0,178.0,15.25,9,2,4,4,2,0,0,0,4,4,20,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False
True,182.0,72.0,181.0,10.25,11,5,15,5,2,1,1,2,1,2,,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,True
True,165.0,54.0,165.0,6.25,7,3,6,3,3,0,0,1,2,2,,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,False,True,True,False,False
True,187.0,86.0,,1.75,5,3,8,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False
False,154.0,50.0,159.0,0.25,1,2,4,2,0,0,0,0,2,2,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,False,True,True,False,True
True,180.0,74.0,191.0,1.25,9,5,15,2,2,1,1,0,1,1,16,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False
True,182.0,68.0,182.0,2.75,5,2,6,8,3,0,0,1,2,3,14,False,True,True,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,True,True,True,True,True,False,True
True,186.0,76.0,180.0,6.75,8,2,5,0,0,0,0,0,0,0,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False
False,163.0,48.0,150.0,0.75,3,1,3,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
True,180.0,70.0,183.0,4.75,9,2,6,0,0,0,0,0,0,0,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False
True,172.0,58.0,178.0,1.75,12,5,12,5,3,2,2,0,3,3,25,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False
True,180.3,65.7,180.3,2.25,5,4,8,4,2,0,0,1,2,1,,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,True,True,True,True,True,False,False
True,188.0,72.5,186.0,1.25,8,3,7,3,2,0,0,1,3,3,,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,True,True,False,False
True,168.0,59.0,165.0,1.75,5,3,6,3,1,0,0,0,2,1,15,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,True,True,False,False
True,160.0,52.0,163.0,1.25,5,2,5,2,1,0,0,0,2,2,17,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True,False,True
True,192.0,78.0,193.0,1.25,4,3,10,0,0,0,0,0,0,0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False
True,172.0,95.0,199.0,0.25,4,2,5,0,0,0,0,0,0,0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
True,190.0,93.0,195.0,3.75,7,4,5,0,0,0,0,0,2,1,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,False,True
True,175.0,77.0,185.0,1.75,9,3,9,3,2,0,0,1,2,3,20,False,True,True,False,False,True,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,True,True,True,True,True,False,False
True,172.0,75.0,177.0,0.25,4,3,2,5,0,0,0,0,4,4,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,True,True,False
True,182.0,77.0,186.0,1.75,7,3,6,3,0,0,0,1,2,2,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,True,True,True,True,True,False,False
True,190.5,86.18,191.0,0.75,7,6,9,5,2,0,0,1,2,2,,False,True,True,True,True,True,True,True,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,True,False,True,True,True,True,False,False
True,177.0,79.0,177.0,0.75,4,4,8,3,3,0,0,2,3,3,25,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False
False,165.0,65.0,,1.25,2,1,2,0,0,0,0,0,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False
True,180.0,65.0,183.0,1.75,7,3,10,0,0,0,0,1,3,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,False
True,180.0,74.0,180.0,1.25,6,3,6,0,0,0,0,0,3,6,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,False
True,173.0,75.0,,0.75,6,2,4,1,0,1,1,0,2,1,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False
True,175.0,62.6,170.0,7.75,10,4,12,4,1,0,0,1,2,3,25,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False
True,190.0,76.0,190.0,1.25,5,2,4,0,0,2,0,0,2,1,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,True,False,False
True,170.0,68.0,167.0,1.25,4,4,10,14,2,0,0,0,2,4,,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,False,True
True,188.0,70.0,180.0,2.25,8,3,10,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False
True,190.0,80.0,196.0,3.25,7,3,8,1,1,1,1,1,3,1,,False,False,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,True,True,True,True,True,False,False
True,165.0,60.7,163.0,0.75,7,4,6,6,2,0,0,1,3,6,21,False,True,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False
True,190.0,83.0,,1.75,4,3,7,1,1,0,0,1,1,2,6,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False
True,192.0,78.0,190.0,0.75,4,0,0,0,0,0,0,0,3,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,True,True
True,191.0,82.0,196.0,1.25,6,2,6,4,3,1,1,0,1,1,25,False,True,True,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False
True,198.0,85.0,198.0,0.75,4,2,4,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False
True,181.0,74.0,182.0,0.25,5,2,5,1,1,0,0,0,1,1,22,False,True,True,True,True,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True,False
False,168.0,55.5,167.5,0.25,2,4,6,0,0,0,0,1,1,1,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,True,False
True,180.0,74.8,185.0,4.75,8,5,10,4,2,1,1,1,2,2,,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,True,True,True,False,False
False,180.0,76.0,185.0,15.25,9,4,4,6,2,2,1,2,2,1,13,True,False,True,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,True,True,True,False
True,177.0,68.0,179.0,3.25,6,3,5,6,3,0,0,1,3,2,25,False,True,False,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,True,True,False,True,True,False,False
False,167.0,57.0,174.0,13.75,9,4,10,4,3,2,1,1,3,3,12,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,False
True,173.0,63.0,,3.25,7,3,6,4,0,0,0,1,1,4,50,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,True,True,False,False,True,True,False,True,False,True,True,False,False
True,173.0,57.606299498326244,168.0,1.25,7,3,6,0,0,0,0,0,0,0,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
True,173.0,73.5,173.0,0.75,4,3,5,1,1,0,0,0,0,0,8,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
True,180.0,79.0,,0.75,6,3,5,8,2,0,0,1,3,3,20,False,False,True,True,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,False
True,171.0,59.0,177.0,2.75,10,5,15,3,1,2,1,1,3,2,15,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,True,True,True,True,True,True,False,False
True,183.0,71.0,,11.75,13,3,3,9,1,1,1,1,2,2,,False,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,True,True,True,True,False,False
True,175.0,68.0,182.0,0.75,6,4,12,0,0,0,0,0,0,0,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False
True,175.0,72.0,182.0,6.75,12,3,9,1,0,0,0,0,1,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False
True,178.0,85.0,195.0,2.75,,2,5,7,2,0,0,2,5,5,15,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False
True,178.0,71.0,180.0,9.75,8,4,4,9,1,1,2,1,1,2,,False,True,False,True,False,True,True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,True,True,True,True,False,True
True,170.0,66.0,181.0,0.25,8,4,7,5,0,0,0,0,2,5,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,False,True
True,182.0,73.0,,0.75,4,3,5,1,0,0,0,1,1,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,True,True,True,False
True,181.0,73.0,170.0,1.25,6,4,9,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False
True,189.0,79.0,185.0,9.75,,4,6,5,1,1,2,1,1,2,,False,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,True,True,True,True,True,True,False,False
True,186.0,72.0,182.0,15.25,6,1,2,0,0,0,0,0,0,0,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False
True,177.0,63.0,188.0,3.75,10,6,14,4,2,1,1,0,2,2,31,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,True,True,True,False,False
True,173.0,61.0,178.0,9.25,10,5,9,0,5,0,0,2,7,15,14,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False
True,182.8,78.7,180.0,0.75,4,3,6,1,0,0,0,1,1,1,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True,False,True,True,False,True
True,175.0,83.0,175.0,6.75,6,4,6,2,2,0,0,2,2,0,,True,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,False,False
True,171.0,59.0,,2.75,6,2,10,1,1,1,1,1,2,1,20,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,True,True,True,False,False
True,184.0,75.0,189.0,15.25,,3,5,1,0,0,0,1,1,1,12,False,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,True,True,True,True,False
True,170.0,75.0,170.0,11.25,9,4,7,6,1,0,0,1,4,6,25,False,True,True,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,True,False,True,False,False,False,True,True,True,False,True,True,True,True,True,True,False
True,196.0,83.0,197.0,4.25,7,2,4,0,0,0,0,0,3,2,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,True,False
True,180.0,70.0,175.0,1.75,4,2,5,0,0,0,0,0,0,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False
True,178.0,72.5,182.0,3.25,7,3,6,0,1,2,1,0,0,0,35,True,True,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
False,159.38,51.7095,170.7,1.25,6,3,4,2,0,1,1,0,0,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False
True,179.0,87.0,186.0,8.25,2,3,6,3,0,0,0,2,2,3,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,False
True,166.0,53.0,160.0,2.75,6,3,5,3,1,1,1,0,1,1,10,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,True,True,False,False
True,182.0,65.0,190.0,11.25,10,1,4,0,0,0,0,0,0,0,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False
True,182.88,72.5748,,4.25,6,3,6,3,2,0,0,1,2,3,12,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True
True,168.0,65.0,190.0,3.75,6,3,14,2,3,3,1,1,2,2,15,False,False,True,True,False,False,False,False,True,True,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False
True,176.0,81.0,178.0,15.25,12,3,4,3,2,1,1,1,2,1,15,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,False,False
False,165.0,53.5,172.0,8.25,6,2,5,5,2,1,1,0,2,4,12,False,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,False
True,170.0,59.0,152.0,1.25,6,3,4,0,0,0,0,0,0,0,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
True,191.0,89.0,201.0,1.25,6,3,10,6,0,1,1,1,6,7,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,False,True
True,188.0,75.0,193.0,15.25,8,4,4,4,2,0,0,2,2,2,16,False,True,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,True,False,False
False,178.0,66.0,178.0,0.75,5,6,20,10,0,0,0,0,5,5,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,True
True,185.0,72.5,185.0,3.25,5,3,6,2,2,0,0,1,3,1,15,False,True,False,True,False,False,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,True,True,True,True,True,False,True,True,False,True
True,179.0,69.0,175.0,11.25,8,2,5,2,1,0,0,0,1,1,,False,True,False,False,False,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,False,False
True,183.0,69.0,176.0,15.25,6,2,10,3,1,0,0,0,2,1,15,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,False,False
