sex,height_cm,weight_kg,arm_span_cm,climbing_years,max_boulder_grade,climbing_frequency,climbing_hours,training_hours,hangboard_frequency,campus_frequency,campus_hours,endurance_frequency,general_stength_frequency,general_strength_hours,max_pull_ups,trains_full_crimp,trains_half_crimp,trains_open_crimp,trains_front_3,trains_back_3,trains_front_2,trains_middle_2,trains_back_2,trains_slopers,trains_pinch,trains_monos,trains_repeaters,trains_max_weight,trains_min_edge,trains_one_arm_hang,trains_no_hangs,trains_other_protocol,trains_laps_of_routes,trains_4x4,trains_arc,trains_systems_boards,trains_max_moves,trains_route_climbing_intervals,trains_threshold_intervals,trains_antagonists,trains_legs,trains_core,trains_upper_body_pulling,trains_upper_body_pushing,climbs_indoors,climbs_outdoors,boulders,route_climbs,cardio,yoga
True,184.0,68.0,179.0,15.25,10,3,6,6,0,1,1,0,1,1,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,False,False
True,180.0,79.0,183.0,5.75,9,3,9,2,1,0,0,1,1,1,20,False,True,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,True,True,True,True,True,False,True
True,183.0,70.0,182.0,7.25,9,3,9,3,3,0,0,1,3,2,20,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,True,True,True,False,False
True,182.0,77.0,180.0,11.25,13,3,7,3,2,0,0,1,2,1,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,True,True,True,True,False
True,178.0,65.0,178.0,3.25,7,3,9,1,1,0,0,1,0,0,12,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False
True,179.0,68.0,179.0,4.75,,4,14,0,0,0,0,0,1,1,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,False
True,177.0,73.0,183.0,14.25,12,4,12,4,3,2,1,0,3,2,20,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,False,False
False,167.0,70.0,166.0,7.75,6,5,17,5,1,0,0,2,2,1,,False,False,True,True,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,True,False,True,True,False,False
True,183.0,73.0,192.0,4.25,5,1,4,3,1,0,0,0,2,4,20,True,True,True,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False
True,178.0,66.0,176.0,15.25,6,3,6,7,0,0,0,1,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,True,False
True,173.0,67.0,173.0,4.25,6,3,6,4,0,0,0,0,2,3,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False
True,176.0,70.0,203.0,15.25,9,3,9,4,2,0,0,3,2,4,15,False,True,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False
True,176.0,68.0,179.0,9.75,6,2,5,5,0,0,0,1,1,1,,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,True,True,False,True,True,True,True,True,False
True,180.0,63.0,184.0,3.75,10,0,0,0,1,0,0,1,2,1,8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,False,False
False,159.0,52.0,161.0,7.25,6,3,8,4,1,0,0,1,3,2,7,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,True,True,True
True,177.0,58.5,179.0,10.25,10,5,6,5,2,0,0,2,2,2,28,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,True,True,True,False,True
True,188.0,77.0,188.0,9.75,7,3,9,1,1,1,1,0,1,1,14,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True,False,True
True,175.0,62.0,174.0,9.25,11,3,8,2,0,2,2,0,2,2,,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False
True,173.0,72.0,173.0,15.25,7,3,12,4,1,1,1,1,1,1,20,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,False,False
True,193.0,88.0,198.0,15.25,5,3,8,2,1,0,0,1,2,2,11,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,False,True
True,188.0,84.0,196.0,3.25,8,4,6,7,0,1,1,2,2,2,25,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,True,False,False
True,184.0,76.0,186.0,2.25,6,3,8,0,0,0,0,0,0,0,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False
False,170.0,55.0,170.0,0.75,4,3,4,1,0,0,0,1,1,2,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,False
True,175.0,68.0,175.0,15.25,5,1,4,0,0,0,0,0,0,0,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True
True,167.0,61.0,169.0,2.25,9,2,10,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False
True,178.0,61.0,179.0,6.25,10,3,8,1,0,0,0,0,0,1,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False,False
True,174.0,64.5,184.0,0.75,3,2,4,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,True,True,False,False
False,162.5,53.0,170.0,12.25,10,3,12,6,2,0,0,0,2,4,5,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,False,True
True,179.0,74.0,179.0,2.75,6,1,5,4,2,0,0,1,2,4,15,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,False,False
True,177.0,79.0,177.0,1.25,3,1,1,0,0,0,0,0,2,3,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,False
True,172.7,71.67,177.8,2.25,4,3,7,7,0,0,0,3,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False
True,189.0,74.0,192.0,8.25,12,5,13,2,2,0,0,1,2,2,25,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,True,True,True,True,True,False,True
False,159.0,53.0,158.0,10.75,7,2,6,6,1,1,2,2,1,2,12,True,True,True,True,True,False,False,False,True,True,False,True,True,False,True,False,True,True,False,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True
True,181.0,71.0,183.0,7.75,9,5,8,3,1,2,2,1,3,1,22,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,True,True,True,False,True
True,175.0,57.0,180.0,2.75,7,3,4,5,2,0,0,2,2,1,13,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,True,True,True,True,True,False
True,174.0,57.0,180.0,6.25,12,4,5,12,1,0,0,3,1,2,35,True,True,True,False,False,False,False,False,False,False,True,True,True,True,True,False,False,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,False,False
True,183.0,76.0,190.0,6.75,3,3,12,6,0,0,0,1,6,6,30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,False,False
True,180.0,70.0,180.0,4.75,6,3,6,3,3,2,1,1,2,1,,False,True,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,True,True,False,False
True,180.0,68.0,181.0,3.25,10,3,5,1,2,0,0,1,0,0,15,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False
True,173.0,77.0,180.0,10.25,7,4,6,3,1,1,1,1,3,2,16,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,True
True,187.0,78.0,183.0,0.25,4,2,6,0,0,0,0,2,3,4,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,False,True,True,True,False
True,184.0,76.0,192.0,0.75,7,3,9,5,0,0,0,0,2,8,23,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,True,True,False,True
True,178.0,70.0,178.0,2.75,4,3,4,2,3,0,0,0,2,1,,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,False,False
True,189.0,80.0,188.0,3.25,7,4,10,4,2,0,0,1,3,4,20,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False
False,162.0,56.0,162.0,8.75,10,4,4,15,2,1,2,1,1,2,,True,True,True,True,True,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,False,False,False,False,True,True,True,False,True,True,True,True,True,True,True
True,177.8,65.7,177.8,1.25,6,3,10,0,0,0,0,0,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,False,False
False,188.0,92.0,193.0,3.75,5,4,8,3,1,1,1,0,2,3,15,False,True,True,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,True,True,False,False
True,180.0,71.66767969083108,185.0,1.25,4,4,10,6,0,0,0,2,2,5,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,False
False,167.5,58.0,167.0,0.75,4,4,7,1,1,0,0,1,2,1,3,True,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,True,False,False
True,170.0,61.2,170.0,4.75,10,1,3,3,2,1,1,0,2,2,15,False,False,True,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,False,False
True,190.5,68.7,193.4,8.25,11,3,12,4,0,0,0,4,3,4,100,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True
True,178.0,59.0,178.0,4.75,8,2,4,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
True,183.0,77.0,183.0,1.25,4,4,8,0,0,0,0,1,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
True,179.0,70.3,182.0,1.25,3,3,7,1,0,0,0,1,2,3,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True
True,180.0,67.0,180.0,0.75,4,2,5,3,0,0,0,0,5,3,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,True,True,False,False
False,162.0,53.0,164.0,0.25,2,4,8,0,0,0,0,0,4,2,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,True,True,True,True,False,False
False,170.0,54.0,169.0,1.25,3,3,4,2,0,0,0,0,2,2,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True
True,168.0,68.0,170.0,2.25,3,5,8,6,2,0,0,2,2,1,,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,False,False
True,187.96,74.8,198.12,4.75,9,5,10,5,2,3,2,4,4,2,25,False,False,True,False,False,False,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,True,True,True,True,True,True,False,False
True,188.0,75.0,192.0,5.75,10,4,15,4,2,0,0,2,2,2,,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,True,True,True,True,False,False
True,177.0,66.0,183.0,4.75,,3,9,0,0,0,0,0,0,0,18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False
True,168.0,63.0,171.0,2.75,7,3,7,2,0,0,0,0,3,1,17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,True,True,False,False
True,193.0,81.6466,,0.75,4,3,4,2,0,0,0,0,2,2,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,False,False
True,172.0,72.0,160.0,2.75,5,2,4,2,2,0,0,1,1,2,,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,True,True,True,True,True,False,True
True,181.0,72.0,184.0,3.25,9,2,6,9,2,1,1,0,3,9,25,False,True,True,False,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,False,False
False,170.0,58.0,180.0,14.25,9,4,12,1,0,0,0,0,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False
True,172.0,70.0,180.0,1.75,5,1,2,0,0,0,0,0,3,3,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True,False,False
True,186.0,74.0,190.0,3.25,9,4,10,2,0,0,0,1,2,2,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,True,True,False,False
True,183.0,80.0,175.0,0.75,4,1,3,6,0,0,0,1,5,6,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True
True,182.0,79.0,185.0,3.75,6,2,4,2,2,0,0,0,1,2,10,False,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False
True,178.0,55.0,180.0,0.75,5,1,2,0,0,0,0,0,4,8,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,True,True,False,False
True,177.8,59.87426404550445,177.8,6.25,7,3,6,0,0,0,0,0,3,3,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,True
True,175.0,61.0,177.0,1.25,8,4,10,12,0,0,0,1,1,2,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True,True,True,True,True,True,False,True
True,177.0,81.5,176.0,1.25,6,3,12,2,0,0,0,0,1,1,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,False,False
False,155.0,47.0,157.0,1.75,4,1,8,3,1,1,1,1,3,2,12,True,True,True,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,False
True,187.0,85.0,190.0,0.75,4,2,4,5,2,1,1,2,3,1,15,True,True,True,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,False
True,183.0,70.0,190.0,2.75,8,3,8,4,0,0,0,0,4,4,18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False
True,178.0,63.0,185.0,13.25,11,3,6,3,1,1,1,1,3,1,24,False,False,True,True,False,False,False,False,True,True,False,True,True,True,False,False,False,True,True,False,True,False,False,False,True,False,True,True,True,True,True,True,True,True,False
False,156.0,42.0,130.0,1.75,0,2,4,1,0,0,0,1,1,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,False,False
True,165.0,63.0,175.0,4.25,10,4,15,6,2,1,3,0,1,2,,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,True,True,True,False,False
True,177.0,70.0,177.0,0.25,2,1,3,3,0,0,0,0,2,3,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,True,False,False
True,178.0,79.8,178.0,3.25,6,3,5,1,1,1,1,0,2,3,,False,True,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,True,True,True,True
True,177.8,59.87419284,,1.25,9,5,10,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
True,194.0,86.0,,0.75,6,3,2,6,1,1,2,1,1,2,25,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True
True,172.0,61.0,174.0,3.75,10,4,10,10,1,0,0,1,3,3,22,False,True,True,True,False,False,False,False,False,False,True,False,True,True,False,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False
True,178.0,73.4,190.0,1.25,6,3,6,3,0,0,0,1,3,3,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,False
True,175.0,68.0,175.0,7.25,6,2,5,2,1,0,0,1,1,1,15,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,True,True,True,True,True,False,False
True,190.5,78.0,190.5,3.25,7,4,8,6,3,0,0,0,2,2,15,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True
True,187.96,77.1,195.58,2.75,9,3,2,2,1,1,1,1,2,3,25,False,True,True,True,False,False,True,False,True,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,True,True,False,True,True,False,True,True,True,False
True,184.0,75.0,,4.25,6,2,6,2,4,0,0,2,1,1,15,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False
True,178.0,79.0,181.0,0.75,6,3,5,4,2,0,0,2,3,3,17,False,False,True,True,False,True,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,False
False,170.0,51.0,168.0,5.25,7,2,4,5,0,0,0,0,1,1,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,False,False
True,182.0,83.6,180.0,1.25,6,3,5,4,0,1,1,0,0,0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,True,True,True,True,True,False,False
True,165.0,68.0,178.0,15.25,13,3,5,4,0,0,0,0,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False
True,177.0,71.0,177.0,0.75,5,3,3,3,0,1,1,0,0,0,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False
True,183.0,80.0,183.0,2.25,7,2,3,1,0,1,0,0,1,1,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,False
True,183.0,70.0,187.0,0.75,7,3,8,1,0,0,0,0,0,0,18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False
False,178.0,61.0,170.0,1.25,3,3,9,1,0,0,0,1,1,1,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,False
True,180.0,74.8,180.0,7.75,10,4,14,6,2,1,1,1,1,1,15,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,True,True,False,False
True,175.0,72.0,182.0,0.25,,3,8,1,2,0,0,2,4,4,18,False,False,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True
True,168.0,59.0,168.0,0.25,7,2,3,4,2,0,0,0,2,4,12,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,False
False,162.0,69.39971514365288,162.0,1.25,4,4,10,1,0,0,0,1,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,False
True,172.0,72.0,172.0,3.75,7,4,4,10,2,0,0,1,2,4,20,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,True,True,True,True,True,False,False
True,178.0,77.0,178.0,4.75,7,3,8,2,0,0,0,1,1,2,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,True
True,178.0,81.0,191.0,4.25,6,2,4,0,0,0,0,0,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
False,152.0,54.0,152.0,1.75,2,1,2,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True
False,160.0,54.4,160.0,0.75,4,2,4,2,0,0,0,1,2,2,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,False,False,True,True,True,True,False,True
True,196.0,93.0,204.0,0.25,6,3,6,0,0,0,0,0,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
False,160.0,56.0,160.0,2.25,4,2,4,1,2,0,0,0,3,4,5,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False
True,187.96,77.5643,192.0,6.75,7,2,8,5,1,0,0,1,1,2,18,True,True,True,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,True,True,False,False
True,185.0,66.0,188.0,6.25,10,4,14,3,0,0,0,0,2,2,30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,False,False
True,184.0,59.0,190.0,4.25,4,1,2,0,0,0,0,0,0,0,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False
True,189.0,70.0,191.0,2.25,7,5,9,1,0,0,0,2,1,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,True,False,False
True,178.0,81.6,178.0,0.75,5,2,3,0,0,0,0,0,1,1,18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,False
True,175.0,58.0,178.0,1.75,8,4,9,4,2,1,1,2,2,2,,False,True,True,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,True,True,False,True,True,True,True,True,False,True
True,178.0,66.0,180.0,6.25,8,3,10,6,1,1,2,0,1,3,20,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,True,False
True,169.0,79.0,162.0,0.75,4,3,7,2,0,3,1,2,4,9,28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,False
True,185.0,70.3,196.0,2.25,7,3,10,6,1,0,0,0,3,6,20,True,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True,False,False
False,165.0,61.0,160.6,1.25,4,3,7,0,0,0,0,0,0,0,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False
True,179.0,73.0,181.0,0.25,4,2,6,0,0,0,0,0,2,4,18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,True,False,False
True,180.0,72.5,160.0,1.75,8,5,8,4,1,0,0,2,2,3,25,False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,True,True,True,True,False,False
True,178.0,68.0,180.0,2.25,9,2,6,5,2,2,2,2,2,3,25,False,True,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,True,True,True,False,False
False,158.0,54.0,148.0,2.75,,2,6,0,0,0,0,0,2,6,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False
