sex,height_cm,weight_kg,arm_span_cm,climbing_years,climbing_frequency,training_hours,hangboard_frequency,campus_frequency,endurance_frequency,general_strength_frequency,max_pull_ups,trains_full_crimp,trains_half_crimp,trains_open_crimp,trains_front_3,trains_back_3,trains_front_2,trains_middle_2,trains_back_2,trains_slopers,trains_pinch,trains_monos,trains_repeaters,trains_max_weight,trains_min_edge,trains_one_arm_hang,trains_no_hangs,trains_other_protocol,trains_laps_of_routes,trains_4x4,trains_arc,trains_systems_boards,trains_max_moves,trains_route_climbing_intervals,trains_threshold_intervals,trains_antagonists,trains_legs,trains_core,trains_upper_body_pulling,trains_upper_body_pushing,climbs_indoors,climbs_outdoors,boulders,route_climbs,cardio,yoga,climbing_session_length,general_strength_session_length,campus_session_length,max_boulder_grade
True,188.0,83.5,,4.25,3,3,1,1,1,4,,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,True,True,False,False,False,True,2.6666666666666665,1.0,1.0,6
True,187.96,73.5,193.0,2.75,3,3,3,2,0,2,,False,True,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,True,False,True,False,False,2.0,1.0,0.5,8
True,172.0,67.0,178.0,4.25,4,10,0,0,0,5,20,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,2.5,2.0,0.0,9
True,183.0,68.0,182.0,2.25,3,1,0,3,2,3,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,2.6666666666666665,0.3333333333333333,0.3333333333333333,6
False,157.5,48.5,157.0,2.75,4,4,2,1,1,4,7,False,True,True,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,2.0,0.75,1.0,7
True,180.0,73.4,183.0,7.25,3,5,1,0,0,3,25,True,True,True,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,True,False,True,0.6666666666666666,0.3333333333333333,0.0,10
True,177.0,59.0,177.0,0.75,3,0,0,0,0,0,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2.3333333333333335,0.0,0.0,6
True,178.0,58.0,,1.75,2,1,0,0,0,1,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,False,False,2.5,1.0,0.0,6
True,181.0,74.0,,0.25,3,0,0,0,1,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,2.0,0.0,0.0,5
False,168.0,52.0,172.0,7.75,3,6,2,2,2,1,17,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,True,True,2.3333333333333335,1.0,1.0,6
True,180.0,71.0,180.0,3.75,4,2,2,0,0,1,,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,2.75,1.0,0.0,5
True,180.0,70.3,187.0,9.25,4,8,2,0,2,2,18,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False,False,2.0,2.0,0.0,11
True,182.0,72.5,182.0,3.25,2,0,0,0,0,0,10,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,2.5,,0.0,4
True,178.0,85.0,186.0,5.75,1,3,0,1,1,5,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False,False,3.0,1.8,0.0,8
True,183.0,93.0,183.0,0.75,3,1,0,0,1,5,18,True,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,False,False,True,False,False,1.3333333333333333,1.0,0.0,6
True,172.0,67.0,174.0,5.75,2,0,0,0,1,2,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,2.5,1.0,0.0,6
True,176.0,58.0,179.0,5.75,4,6,2,1,1,3,50,False,True,True,True,True,True,True,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,True,False,3.0,0.3333333333333333,1.0,10
True,181.0,79.4,182.0,2.75,5,3,2,2,1,6,30,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,False,False,True,False,1.8,1.1666666666666667,1.0,9
True,183.0,71.2,183.0,10.25,3,1,2,0,0,2,14,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,False,False,False,False,2.3333333333333335,0.5,0.0,7
True,171.0,74.0,180.0,4.75,3,0,0,0,3,2,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,True,True,True,False,False,False,False,2.3333333333333335,1.0,0.0,6
True,175.0,50.0,,10.75,1,8,0,0,0,7,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False,False,True,True,3.0,1.0,0.0,7
True,190.0,100.0,,0.25,2,0,0,0,0,4,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,True,True,False,2.0,1.5,0.0,1
True,178.0,78.0,185.0,3.25,4,8,1,3,1,1,15,True,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,True,False,1.5,2.0,0.3333333333333333,7
True,173.0,61.2,166.0,4.25,5,6,1,2,0,1,,False,True,True,True,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,False,2.8,2.0,1.0,9
True,167.0,60.5,169.0,4.75,2,2,1,1,1,2,,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,True,True,True,False,False,True,False,2.0,1.0,1.0,8
True,175.0,86.0,,2.25,4,4,2,1,1,1,15,False,True,True,False,False,False,True,False,True,True,True,False,True,True,False,False,False,True,True,False,True,False,True,False,False,True,True,True,True,True,True,False,False,True,True,3.0,2.0,2.0,6
True,185.0,72.0,183.0,13.25,3,6,2,2,2,2,,False,True,True,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False,False,0.6666666666666666,1.0,0.5,11
True,178.0,75.0,176.0,1.25,0,2,0,0,2,2,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,True,True,0.0,1.0,0.0,
True,179.0,70.0,178.0,11.75,2,2,1,0,0,0,15,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,3.0,0.0,0.0,6
True,175.0,68.0,175.0,3.75,4,3,2,0,0,1,,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False,False,1.5,1.0,0.0,9
True,170.0,70.0,,8.25,1,1,0,1,0,1,6,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,False,False,True,False,False,2.0,1.0,0.0,7
True,165.0,63.0,169.0,14.75,1,1,2,1,0,2,20,True,True,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,True,True,True,True,True,False,False,False,True,3.0,0.5,1.0,10
False,163.0,53.0,161.0,1.25,2,2,0,0,1,1,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,True,True,False,False,True,False,2.5,1.0,0.0,3
True,168.0,60.0,168.0,6.25,2,2,2,0,1,2,,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,True,True,False,False,True,False,1.5,1.0,0.0,5
True,178.0,75.0,180.0,13.25,4,4,2,0,2,2,25,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,True,False,True,False,False,4.0,0.5,0.0,10
True,177.4,66.0,177.9,15.25,4,6,1,2,1,1,,False,True,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,True,False,False,False,True,0.5,2.0,1.5,10
True,191.0,84.0,195.0,2.25,1,0,0,0,0,0,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,3.0,0.0,0.0,3
False,172.0,67.0,175.0,7.75,4,9,1,2,0,3,12,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,True,False,0.25,1.0,1.0,9
True,180.5,65.8,190.5,1.75,3,1,0,0,1,0,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,3.0,0.0,0.0,8
True,172.0,59.0,172.0,2.75,4,0,0,0,0,2,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,True,False,False,3.0,2.0,0.0,7
False,153.0,45.5,155.0,0.25,2,0,0,0,0,2,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,2.0,0.5,0.0,3
True,163.0,62.0,173.0,4.25,4,6,2,1,0,2,15,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,3.5,1.0,2.0,10
True,171.0,64.0,172.0,1.25,3,0,0,0,0,0,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,2.6666666666666665,0.0,0.0,8
True,178.0,65.0,179.0,3.25,2,1,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,3.5,0.0,0.0,6
True,190.0,78.0,190.0,1.75,3,2,0,0,1,2,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,1.6666666666666667,1.0,0.0,6
False,152.0,51.0,,1.25,3,4,0,0,1,3,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,True,True,True,False,False,True,True,2.3333333333333335,1.3333333333333333,0.0,5
False,168.0,44.0,174.0,1.75,1,2,0,0,1,6,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,0.0,0.3333333333333333,0.0,2
True,194.0,84.0,196.0,7.25,3,3,3,1,1,0,,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,1.3333333333333333,0.0,1.0,8
False,163.0,57.0,150.0,0.75,2,0,0,0,0,2,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,True,True,2.0,1.0,0.0,3
False,170.0,72.57486550970236,170.0,1.75,4,0,0,0,0,2,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False,3.0,1.0,0.0,5
True,188.0,73.0,199.0,0.25,4,6,2,1,0,2,74,False,True,True,True,True,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,True,False,False,0.25,1.0,1.0,6
True,178.0,73.0,178.0,15.25,2,4,2,0,0,4,20,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,2.0,1.0,0.0,9
True,182.0,72.0,181.0,10.25,5,5,2,1,2,1,,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,True,True,False,False,False,True,True,3.0,2.0,1.0,11
True,165.0,54.0,165.0,6.25,3,3,3,0,1,2,,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,False,False,False,False,False,2.0,1.0,0.0,7
True,187.0,86.0,,1.75,3,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,2.6666666666666665,0.0,0.0,5
False,154.0,50.0,159.0,0.25,2,2,0,0,0,2,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,False,False,True,False,True,2.0,1.0,0.0,1
True,180.0,74.0,191.0,1.25,5,2,2,1,0,1,16,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,True,False,3.0,1.0,1.0,9
True,182.0,68.0,182.0,2.75,2,8,3,0,1,2,14,False,True,True,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,True,True,True,False,False,False,True,3.0,1.5,0.0,5
True,186.0,76.0,180.0,6.75,2,0,0,0,0,0,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,2.5,0.0,0.0,8
False,163.0,48.0,150.0,0.75,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,3.0,0.0,0.0,3
True,180.0,70.0,183.0,4.75,2,0,0,0,0,0,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,3.0,0.0,0.0,9
True,172.0,58.0,178.0,1.75,5,5,3,2,0,3,25,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,False,False,2.4,1.0,1.0,12
True,180.3,65.7,180.3,2.25,4,4,2,0,1,2,,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,True,True,True,False,True,False,False,2.0,0.5,0.0,5
True,188.0,72.5,186.0,1.25,3,3,2,0,1,3,,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,False,False,False,False,2.3333333333333335,1.0,0.0,8
True,168.0,59.0,165.0,1.75,3,3,1,0,0,2,15,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,True,False,False,2.0,0.5,0.0,5
True,160.0,52.0,163.0,1.25,2,2,1,0,0,2,17,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,False,True,False,True,2.5,1.0,0.0,5
True,192.0,78.0,193.0,1.25,3,0,0,0,0,0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,3.3333333333333335,0.0,0.0,4
True,172.0,95.0,199.0,0.25,2,0,0,0,0,0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,2.5,0.0,0.0,4
True,190.0,93.0,195.0,3.75,4,0,0,0,0,2,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,True,1.25,0.5,0.0,7
True,175.0,77.0,185.0,1.75,3,3,2,0,1,2,20,False,True,True,False,False,True,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,3.0,1.5,0.0,9
True,172.0,75.0,177.0,0.25,3,5,0,0,0,4,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,0.6666666666666666,1.0,0.0,4
True,182.0,77.0,186.0,1.75,3,3,0,0,1,2,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,2.0,1.0,0.0,7
True,190.5,86.18,191.0,0.75,6,5,2,0,1,2,,False,True,True,True,True,True,True,True,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,True,False,True,True,False,True,False,False,1.5,1.0,0.0,7
True,177.0,79.0,177.0,0.75,4,3,3,0,2,3,25,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,True,True,False,False,False,True,False,2.0,1.0,0.0,4
False,165.0,65.0,,1.25,1,0,0,0,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2.0,0.0,0.0,2
True,180.0,65.0,183.0,1.75,3,0,0,0,1,3,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,3.3333333333333335,0.3333333333333333,0.0,7
True,180.0,74.0,180.0,1.25,3,0,0,0,0,3,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,False,2.0,2.0,0.0,6
True,173.0,75.0,,0.75,2,1,0,1,0,2,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,2.0,0.5,1.0,6
True,175.0,62.6,170.0,7.75,4,4,1,0,1,2,25,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,True,True,True,True,True,True,False,False,False,False,3.0,1.5,0.0,10
True,190.0,76.0,190.0,1.25,2,0,0,2,0,2,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,False,False,2.0,0.5,0.0,5
True,170.0,68.0,167.0,1.25,4,14,2,0,0,2,,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,2.5,2.0,0.0,4
True,188.0,70.0,180.0,2.25,3,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,3.3333333333333335,0.0,0.0,8
True,190.0,80.0,196.0,3.25,3,1,1,1,1,3,,False,False,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,True,True,True,False,True,False,False,2.6666666666666665,0.3333333333333333,1.0,7
True,165.0,60.7,163.0,0.75,4,6,2,0,1,3,21,False,True,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,True,False,True,False,False,1.5,2.0,0.0,7
True,190.0,83.0,,1.75,3,1,1,0,1,1,6,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,2.3333333333333335,2.0,0.0,4
True,192.0,78.0,190.0,0.75,0,0,0,0,0,3,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True,True,0.0,0.0,0.0,4
True,191.0,82.0,196.0,1.25,2,4,3,1,0,1,25,False,True,True,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,True,False,3.0,1.0,1.0,6
True,198.0,85.0,198.0,0.75,2,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,2.0,0.0,0.0,4
True,181.0,74.0,182.0,0.25,2,1,1,0,0,1,22,False,True,True,True,True,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,False,False,True,False,2.5,1.0,0.0,5
False,168.0,55.5,167.5,0.25,4,0,0,0,1,1,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,1.5,1.0,0.0,2
True,180.0,74.8,185.0,4.75,5,4,2,1,1,2,,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,2.0,1.0,1.0,8
False,180.0,76.0,185.0,15.25,4,6,2,2,2,2,13,True,False,True,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,False,False,True,False,1.0,0.5,0.5,9
True,177.0,68.0,179.0,3.25,3,6,3,0,1,3,25,False,True,False,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,True,True,False,False,False,False,False,1.6666666666666667,0.6666666666666666,0.0,6
False,167.0,57.0,174.0,13.75,4,4,3,2,1,3,12,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,False,2.5,1.0,0.5,9
True,173.0,63.0,,3.25,3,4,0,0,1,1,50,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,True,True,False,False,True,True,False,True,False,False,True,False,False,2.0,4.0,0.0,7
True,173.0,57.606299498326244,168.0,1.25,3,0,0,0,0,0,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2.0,0.0,0.0,7
True,173.0,73.5,173.0,0.75,3,1,1,0,0,0,8,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,1.6666666666666667,0.0,0.0,4
True,180.0,79.0,,0.75,3,8,2,0,1,3,20,False,False,True,True,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,True,True,True,False,False,True,False,1.6666666666666667,1.0,0.0,6
True,171.0,59.0,177.0,2.75,5,3,1,2,1,3,15,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,True,True,True,True,False,False,False,False,3.0,0.6666666666666666,0.5,10
True,183.0,71.0,,11.75,3,9,1,1,1,2,,False,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,True,True,False,False,False,False,1.0,1.0,1.0,13
True,175.0,68.0,182.0,0.75,4,0,0,0,0,0,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,3.0,0.0,0.0,6
True,175.0,72.0,182.0,6.75,3,1,0,0,0,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,3.0,1.0,0.0,12
True,178.0,85.0,195.0,2.75,2,7,2,0,2,5,15,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,True,True,True,True,True,True,True,False,False,True,False,2.5,1.0,0.0,
True,178.0,71.0,180.0,9.75,4,9,1,1,1,1,,False,True,False,True,False,True,True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,True,True,False,False,False,True,1.0,2.0,2.0,8
True,170.0,66.0,181.0,0.25,4,5,0,0,0,2,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,True,1.75,2.5,0.0,8
True,182.0,73.0,,0.75,3,1,0,0,1,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False,1.6666666666666667,1.0,0.0,4
True,181.0,73.0,170.0,1.25,4,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,2.25,0.0,0.0,6
True,189.0,79.0,185.0,9.75,4,5,1,1,1,1,,False,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,True,True,True,True,True,False,False,False,1.5,2.0,2.0,
True,186.0,72.0,182.0,15.25,1,0,0,0,0,0,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,2.0,0.0,0.0,6
True,177.0,63.0,188.0,3.75,6,4,2,1,0,2,31,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,True,False,False,False,False,2.3333333333333335,1.0,1.0,10
True,173.0,61.0,178.0,9.25,5,0,5,0,2,7,14,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,True,True,False,False,False,False,1.8,2.142857142857143,0.0,10
True,182.8,78.7,180.0,0.75,3,1,0,0,1,1,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,2.0,1.0,0.0,4
True,175.0,83.0,175.0,6.75,4,2,2,0,2,2,,True,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,1.5,0.0,0.0,6
True,171.0,59.0,,2.75,2,1,1,1,1,2,20,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,True,False,True,False,False,5.0,0.5,1.0,6
True,184.0,75.0,189.0,15.25,3,1,0,0,1,1,12,False,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,True,True,False,True,False,1.6666666666666667,1.0,0.0,
True,170.0,75.0,170.0,11.25,4,6,1,0,1,4,25,False,True,True,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,True,False,True,False,False,False,True,True,True,False,True,True,True,False,False,True,False,1.75,1.5,0.0,9
