sex,height_cm,weight_kg,arm_span_cm,climbing_years,climbing_frequency,training_hours,hangboard_frequency,campus_frequency,endurance_frequency,general_strength_frequency,max_pull_ups,trains_full_crimp,trains_half_crimp,trains_open_crimp,trains_front_3,trains_back_3,trains_front_2,trains_middle_2,trains_back_2,trains_slopers,trains_pinch,trains_monos,trains_repeaters,trains_max_weight,trains_min_edge,trains_one_arm_hang,trains_no_hangs,trains_other_protocol,trains_laps_of_routes,trains_4x4,trains_arc,trains_systems_boards,trains_max_moves,trains_route_climbing_intervals,trains_threshold_intervals,trains_antagonists,trains_legs,trains_core,trains_upper_body_pulling,trains_upper_body_pushing,climbs_indoors,climbs_outdoors,boulders,route_climbs,cardio,yoga,climbing_session_length,general_strength_session_length,campus_session_length,max_boulder_grade
True,196.0,83.0,197.0,4.25,2,0,0,0,0,3,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,2.0,0.6666666666666666,0.0,7
True,180.0,70.0,175.0,1.75,2,0,0,0,0,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2.5,0.0,0.0,4
True,178.0,72.5,182.0,3.25,3,0,1,2,0,0,35,True,True,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2.0,0.0,0.5,7
False,159.38,51.7095,170.7,1.25,3,2,0,1,0,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,1.3333333333333333,0.0,1.0,6
True,179.0,87.0,186.0,8.25,3,3,0,0,2,2,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,True,True,False,2.0,1.5,0.0,2
True,166.0,53.0,160.0,2.75,3,3,1,1,0,1,10,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,1.6666666666666667,1.0,1.0,6
True,182.0,65.0,190.0,11.25,1,0,0,0,0,0,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,4.0,0.0,0.0,10
True,182.88,72.5748,,4.25,3,3,2,0,1,2,12,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,True,True,True,True,True,True,False,False,True,True,2.0,1.5,0.0,6
True,168.0,65.0,190.0,3.75,3,2,3,3,1,2,15,False,False,True,True,False,False,False,False,True,True,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,False,True,False,4.666666666666667,1.0,0.3333333333333333,6
True,176.0,81.0,178.0,15.25,3,3,2,1,1,2,15,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,1.3333333333333333,0.5,1.0,12
False,165.0,53.5,172.0,8.25,2,5,2,1,0,2,12,False,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,False,False,True,False,2.5,2.0,1.0,6
True,170.0,59.0,152.0,1.25,3,0,0,0,0,0,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,1.3333333333333333,0.0,0.0,6
True,191.0,89.0,201.0,1.25,3,6,0,1,1,6,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,True,3.3333333333333335,1.1666666666666667,1.0,6
True,188.0,75.0,193.0,15.25,4,4,2,0,2,2,16,False,True,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,True,True,False,False,False,True,False,True,True,True,True,True,True,True,False,False,False,False,1.0,1.0,0.0,8
False,178.0,66.0,178.0,0.75,6,10,0,0,0,5,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False,True,3.3333333333333335,1.0,0.0,5
True,185.0,72.5,185.0,3.25,3,2,2,0,1,3,15,False,True,False,True,False,False,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,True,True,True,True,True,False,False,False,False,True,2.0,0.3333333333333333,0.0,5
True,179.0,69.0,175.0,11.25,2,2,1,0,0,1,,False,True,False,False,False,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,2.5,1.0,0.0,8
True,183.0,69.0,176.0,15.25,2,3,1,0,0,2,15,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,5.0,0.5,0.0,6
True,184.0,68.0,179.0,15.25,3,6,0,1,0,1,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,2.0,1.0,1.0,10
True,180.0,79.0,183.0,5.75,3,2,1,0,1,1,20,False,True,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,True,True,True,False,True,False,True,3.0,1.0,0.0,9
True,183.0,70.0,182.0,7.25,3,3,3,0,1,3,20,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,False,3.0,0.6666666666666666,0.0,9
True,182.0,77.0,180.0,11.25,3,3,2,0,1,2,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,True,False,False,True,False,2.3333333333333335,0.5,0.0,13
True,178.0,65.0,178.0,3.25,3,1,1,0,1,0,12,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,3.0,0.0,0.0,7
True,179.0,68.0,179.0,4.75,4,0,0,0,0,1,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,False,True,False,3.5,1.0,0.0,
True,177.0,73.0,183.0,14.25,4,4,3,2,0,3,20,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,3.0,0.6666666666666666,0.5,12
False,167.0,70.0,166.0,7.75,5,5,1,0,2,2,,False,False,True,True,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False,3.4,0.5,0.0,6
True,183.0,73.0,192.0,4.25,1,3,1,0,0,2,20,True,True,True,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False,False,4.0,2.0,0.0,5
True,178.0,66.0,176.0,15.25,3,7,0,0,1,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,2.0,0.0,0.0,6
True,173.0,67.0,173.0,4.25,3,4,0,0,0,2,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,2.0,1.5,0.0,6
True,176.0,70.0,203.0,15.25,3,4,2,0,3,2,15,False,True,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,False,False,3.0,2.0,0.0,9
True,176.0,68.0,179.0,9.75,2,5,0,0,1,1,,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,True,True,False,True,True,False,False,True,False,2.5,1.0,0.0,6
True,180.0,63.0,184.0,3.75,0,0,1,0,1,2,8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,True,False,False,0.0,0.5,0.0,10
False,159.0,52.0,161.0,7.25,3,4,1,0,1,3,7,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,True,True,False,False,True,True,2.6666666666666665,0.6666666666666666,0.0,6
True,177.0,58.5,179.0,10.25,5,5,2,0,2,2,28,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,True,False,False,False,True,1.2,1.0,0.0,10
True,188.0,77.0,188.0,9.75,3,1,1,1,0,1,14,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False,False,False,True,3.0,1.0,1.0,7
True,175.0,62.0,174.0,9.25,3,2,0,2,0,2,,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,2.6666666666666665,1.0,1.0,11
True,173.0,72.0,173.0,15.25,3,4,1,1,1,1,20,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,4.0,1.0,1.0,7
True,193.0,88.0,198.0,15.25,3,2,1,0,1,2,11,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,True,True,True,True,True,False,False,False,True,2.6666666666666665,1.0,0.0,5
True,188.0,84.0,196.0,3.25,4,7,0,1,2,2,25,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,False,False,1.5,1.0,1.0,8
True,184.0,76.0,186.0,2.25,3,0,0,0,0,0,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,2.6666666666666665,0.0,0.0,6
False,170.0,55.0,170.0,0.75,3,1,0,0,1,1,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,True,True,True,True,True,False,False,True,False,1.3333333333333333,2.0,0.0,4
True,175.0,68.0,175.0,15.25,1,0,0,0,0,0,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,4.0,0.0,0.0,5
True,167.0,61.0,169.0,2.25,2,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,5.0,0.0,0.0,9
True,178.0,61.0,179.0,6.25,3,1,0,0,0,0,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,2.6666666666666665,,0.0,10
True,174.0,64.5,184.0,0.75,2,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,True,False,False,2.0,0.0,0.0,3
False,162.5,53.0,170.0,12.25,3,6,2,0,0,2,5,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,True,False,True,4.0,2.0,0.0,10
True,179.0,74.0,179.0,2.75,1,4,2,0,1,2,15,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,True,False,False,5.0,2.0,0.0,6
True,177.0,79.0,177.0,1.25,1,0,0,0,0,2,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,True,True,False,1.0,1.5,0.0,3
True,172.7,71.67,177.8,2.25,3,7,0,0,3,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,2.3333333333333335,0.0,0.0,4
True,189.0,74.0,192.0,8.25,5,2,2,0,1,2,25,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,True,True,True,False,False,False,True,2.6,1.0,0.0,12
False,159.0,53.0,158.0,10.75,2,6,1,1,2,1,12,True,True,True,True,True,False,False,False,True,True,False,True,True,False,True,False,True,True,False,False,True,False,True,False,True,True,True,True,True,True,True,False,False,True,True,3.0,2.0,2.0,7
True,181.0,71.0,183.0,7.75,5,3,1,2,1,3,22,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,True,False,False,False,True,1.6,0.3333333333333333,1.0,9
True,175.0,57.0,180.0,2.75,3,5,2,0,2,2,13,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,True,True,False,False,True,False,1.3333333333333333,0.5,0.0,7
True,174.0,57.0,180.0,6.25,4,12,1,0,3,1,35,True,True,True,False,False,False,False,False,False,False,True,True,True,True,True,False,False,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,True,False,False,1.25,2.0,0.0,12
True,183.0,76.0,190.0,6.75,3,6,0,0,1,6,30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,False,False,False,False,4.0,1.0,0.0,3
True,180.0,70.0,180.0,4.75,3,3,3,2,1,2,,False,True,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False,False,False,False,2.0,0.5,0.5,6
True,180.0,68.0,181.0,3.25,3,1,2,0,1,0,15,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,1.6666666666666667,0.0,0.0,10
True,173.0,77.0,180.0,10.25,4,3,1,1,1,3,16,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False,True,1.5,0.6666666666666666,1.0,7
True,187.0,78.0,183.0,0.25,2,0,0,0,2,3,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,3.0,1.3333333333333333,0.0,4
True,184.0,76.0,192.0,0.75,3,5,0,0,0,2,23,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,True,3.0,4.0,0.0,7
True,178.0,70.0,178.0,2.75,3,2,3,0,0,2,,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,1.3333333333333333,0.5,0.0,4
True,189.0,80.0,188.0,3.25,4,4,2,0,1,3,20,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,True,False,True,False,False,2.5,1.3333333333333333,0.0,7
False,162.0,56.0,162.0,8.75,4,15,2,1,1,1,,True,True,True,True,True,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,False,False,False,False,True,True,True,False,True,True,True,False,True,True,True,1.0,2.0,2.0,10
True,177.8,65.7,177.8,1.25,3,0,0,0,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,3.3333333333333335,0.0,0.0,6
False,188.0,92.0,193.0,3.75,4,3,1,1,0,2,15,False,True,True,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,True,False,False,2.0,1.5,1.0,5
True,180.0,71.66767969083108,185.0,1.25,4,6,0,0,2,2,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,2.5,2.5,0.0,4
False,167.5,58.0,167.0,0.75,4,1,1,0,1,2,3,True,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,False,False,False,1.75,0.5,0.0,4
True,170.0,61.2,170.0,4.75,1,3,2,1,0,2,15,False,False,True,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,3.0,1.0,1.0,10
True,190.5,68.7,193.4,8.25,3,4,0,0,4,3,100,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,False,True,True,True,False,False,True,True,4.0,1.3333333333333333,0.0,11
True,178.0,59.0,178.0,4.75,2,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,2.0,0.0,0.0,8
True,183.0,77.0,183.0,1.25,4,0,0,0,1,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2.0,0.0,0.0,4
True,179.0,70.3,182.0,1.25,3,1,0,0,1,2,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,True,True,True,True,True,False,False,True,True,2.3333333333333335,1.5,0.0,3
True,180.0,67.0,180.0,0.75,2,3,0,0,0,5,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,False,True,False,False,2.5,0.6,0.0,4
False,162.0,53.0,164.0,0.25,4,0,0,0,0,4,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,True,True,False,False,False,False,2.0,0.5,0.0,2
False,170.0,54.0,169.0,1.25,3,2,0,0,0,2,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,True,1.3333333333333333,1.0,0.0,3
True,168.0,68.0,170.0,2.25,5,6,2,0,2,2,,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,1.6,0.5,0.0,3
True,187.96,74.8,198.12,4.75,5,5,2,3,4,4,25,False,False,True,False,False,False,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,True,True,True,True,False,False,False,False,2.0,0.5,0.6666666666666666,9
True,188.0,75.0,192.0,5.75,4,4,2,0,2,2,,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,True,True,False,False,False,False,3.75,1.0,0.0,10
True,177.0,66.0,183.0,4.75,3,0,0,0,0,0,18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,3.0,0.0,0.0,
True,168.0,63.0,171.0,2.75,3,2,0,0,0,3,17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,False,False,False,2.3333333333333335,0.3333333333333333,0.0,7
True,193.0,81.6466,,0.75,3,2,0,0,0,2,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,1.3333333333333333,1.0,0.0,4
True,172.0,72.0,160.0,2.75,2,2,2,0,1,1,,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,True,True,True,False,False,False,True,2.0,2.0,0.0,5
True,181.0,72.0,184.0,3.25,2,9,2,1,0,3,25,False,True,True,False,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,3.0,3.0,1.0,9
False,170.0,58.0,180.0,14.25,4,1,0,0,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,3.0,0.0,0.0,9
True,172.0,70.0,180.0,1.75,1,0,0,0,0,3,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,False,False,False,False,2.0,1.0,0.0,5
True,186.0,74.0,190.0,3.25,4,2,0,0,1,2,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,False,True,False,False,2.5,1.0,0.0,9
True,183.0,80.0,175.0,0.75,1,6,0,0,1,5,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,True,3.0,1.2,0.0,4
True,182.0,79.0,185.0,3.75,2,2,2,0,0,1,10,False,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,2.0,2.0,0.0,6
True,178.0,55.0,180.0,0.75,1,0,0,0,0,4,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,True,False,False,2.0,2.0,0.0,5
True,177.8,59.87426404550445,177.8,6.25,3,0,0,0,0,3,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,True,False,True,2.0,1.0,0.0,7
True,175.0,61.0,177.0,1.25,4,12,0,0,1,1,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True,True,True,True,False,False,False,True,2.5,2.0,0.0,8
True,177.0,81.5,176.0,1.25,3,2,0,0,0,1,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,False,False,False,4.0,1.0,0.0,6
False,155.0,47.0,157.0,1.75,1,3,1,1,1,3,12,True,True,True,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,True,True,True,True,True,False,False,True,True,False,8.0,0.6666666666666666,1.0,4
True,187.0,85.0,190.0,0.75,2,5,2,1,2,3,15,True,True,True,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,2.0,0.3333333333333333,1.0,4
True,183.0,70.0,190.0,2.75,3,4,0,0,0,4,18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False,False,2.6666666666666665,1.0,0.0,8
True,178.0,63.0,185.0,13.25,3,3,1,1,1,3,24,False,False,True,True,False,False,False,False,True,True,False,True,True,True,False,False,False,True,True,False,True,False,False,False,True,False,True,True,True,True,True,False,False,True,False,2.0,0.3333333333333333,1.0,11
False,156.0,42.0,130.0,1.75,2,1,0,0,1,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,2.0,1.0,0.0,0
True,165.0,63.0,175.0,4.25,4,6,2,1,0,1,,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,False,3.75,2.0,3.0,10
True,177.0,70.0,177.0,0.25,1,3,0,0,0,2,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,3.0,1.5,0.0,2
True,178.0,79.8,178.0,3.25,3,1,1,1,0,2,,False,True,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,True,True,1.6666666666666667,1.5,1.0,6
True,177.8,59.87419284,,1.25,5,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2.0,0.0,0.0,9
True,194.0,86.0,,0.75,3,6,1,1,1,1,25,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True,True,False,False,True,True,0.6666666666666666,2.0,2.0,6
True,172.0,61.0,174.0,3.75,4,10,1,0,1,3,22,False,True,True,True,False,False,False,False,False,False,True,False,True,True,False,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,False,2.5,1.0,0.0,10
True,178.0,73.4,190.0,1.25,3,3,0,0,1,3,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,False,2.0,1.0,0.0,6
True,175.0,68.0,175.0,7.25,2,2,1,0,1,1,15,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,2.5,1.0,0.0,6
True,190.5,78.0,190.5,3.25,4,6,3,0,0,2,15,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,True,2.0,1.0,0.0,7
True,187.96,77.1,195.58,2.75,3,2,1,1,1,2,25,False,True,True,True,False,False,True,False,True,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,True,True,False,True,True,False,False,False,True,False,0.6666666666666666,1.5,1.0,9
True,184.0,75.0,,4.25,2,2,4,0,2,1,15,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,3.0,1.0,0.0,6
True,178.0,79.0,181.0,0.75,3,4,2,0,2,3,17,False,False,True,True,False,True,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,True,False,1.6666666666666667,1.0,0.0,6
False,170.0,51.0,168.0,5.25,2,5,0,0,0,1,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,False,False,False,False,2.0,1.0,0.0,7
True,182.0,83.6,180.0,1.25,3,4,0,1,0,0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,True,True,True,False,True,False,False,1.6666666666666667,0.0,1.0,6
True,165.0,68.0,178.0,15.25,3,4,0,0,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,1.6666666666666667,0.0,0.0,13
True,177.0,71.0,177.0,0.75,3,3,0,1,0,0,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,1.0,0.0,1.0,5
True,183.0,80.0,183.0,2.25,2,1,0,1,0,1,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,True,False,1.5,1.0,0.0,7
True,183.0,70.0,187.0,0.75,3,1,0,0,0,0,18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,2.6666666666666665,0.0,0.0,7
